"ItinID","MktID","MktCoupons","Year","Quarter","OriginAirportID","OriginAirportSeqID","OriginCityMarketID","Origin","OriginCountry","OriginStateFips","OriginState","OriginStateName","OriginWac","DestAirportID","DestAirportSeqID","DestCityMarketID","Dest","DestCountry","DestStateFips","DestState","DestStateName","DestWac","AirportGroup","WacGroup","TkCarrierChange","TkCarrierGroup","OpCarrierChange","OpCarrierGroup","RPCarrier","TkCarrier","OpCarrier","BulkFare","Passengers","MktFare","MktDistance","MktDistanceGroup","MktMilesFlown","NonStopMiles","ItinGeoType","MktGeoType",
202213852364,20221385236401,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14771,1477104,32457,"SFO","US","06","CA","California",91,"DAL:SAN:SFO","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,95.00,1629.00,4,1629.00,1476.00,2,2,
202213852365,20221385236501,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14771,1477104,32457,"SFO","US","06","CA","California",91,"DAL:SAN:SFO","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,187.00,1629.00,4,1629.00,1476.00,2,2,
202213852366,20221385236601,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14771,1477104,32457,"SFO","US","06","CA","California",91,"DAL:SAN:SFO","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,2.00,192.00,1629.00,4,1629.00,1476.00,2,2,
202213852367,20221385236701,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14771,1477104,32457,"SFO","US","06","CA","California",91,"DAL:SAN:SFO","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,217.00,1629.00,4,1629.00,1476.00,2,2,
202213852368,20221385236801,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14771,1477104,32457,"SFO","US","06","CA","California",91,"DAL:SAN:SFO","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,267.00,1629.00,4,1629.00,1476.00,2,2,
202213852369,20221385236901,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14771,1477104,32457,"SFO","US","06","CA","California",91,"DAL:SAN:SFO","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,2.00,5.76,1629.00,4,1629.00,1476.00,2,2,
202213852369,20221385236903,2,2022,1,14771,1477104,32457,"SFO","US","06","CA","California",91,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SFO:LAS:DAL","91:85:74",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,2.00,5.24,1481.00,3,1481.00,1476.00,2,2,
202213852370,20221385237001,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14771,1477104,32457,"SFO","US","06","CA","California",91,"DAL:SAN:SFO","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,104.48,1629.00,4,1629.00,1476.00,2,2,
202213852370,20221385237003,2,2022,1,14771,1477104,32457,"SFO","US","06","CA","California",91,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SFO:MSY:DAL","91:72:74",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,150.52,2347.00,5,2347.00,1476.00,2,2,
202213852371,20221385237101,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14771,1477104,32457,"SFO","US","06","CA","California",91,"DAL:SAN:SFO","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,5.67,1629.00,4,1629.00,1476.00,2,2,
202213852371,20221385237103,2,2022,1,14771,1477104,32457,"SFO","US","06","CA","California",91,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SFO:PHX:DAL","91:81:74",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,5.33,1530.00,4,1530.00,1476.00,2,2,
202213852372,20221385237201,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14771,1477104,32457,"SFO","US","06","CA","California",91,"DAL:SAN:SFO","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,93.34,1629.00,4,1629.00,1476.00,2,2,
202213852372,20221385237203,2,2022,1,14771,1477104,32457,"SFO","US","06","CA","California",91,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SFO:PHX:DAL","91:81:74",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,87.66,1530.00,4,1530.00,1476.00,2,2,
202213852373,20221385237301,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14771,1477104,32457,"SFO","US","06","CA","California",91,"DAL:SAN:SFO","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,5.50,1629.00,4,1629.00,1476.00,2,2,
202213852373,20221385237303,2,2022,1,14771,1477104,32457,"SFO","US","06","CA","California",91,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SFO:SAN:DAL","91:91:74",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,5.50,1629.00,4,1629.00,1476.00,2,2,
202213852374,20221385237401,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14831,1483106,32457,"SJC","US","06","CA","California",91,"DAL:SAN:SJC","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,2.00,5.00,1599.00,4,1599.00,1450.00,2,2,
202213852375,20221385237501,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14831,1483106,32457,"SJC","US","06","CA","California",91,"DAL:SAN:SJC","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,187.00,1599.00,4,1599.00,1450.00,2,2,
202213852376,20221385237601,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14831,1483106,32457,"SJC","US","06","CA","California",91,"DAL:SAN:SJC","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,268.00,1599.00,4,1599.00,1450.00,2,2,
202213852377,20221385237701,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14831,1483106,32457,"SJC","US","06","CA","California",91,"DAL:SAN:SJC","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,2.00,300.00,1599.00,4,1599.00,1450.00,2,2,
202213852378,20221385237801,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14831,1483106,32457,"SJC","US","06","CA","California",91,"DAL:SAN:SJC","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,5.77,1599.00,4,1599.00,1450.00,2,2,
202213852378,20221385237803,1,2022,1,14831,1483106,32457,"SJC","US","06","CA","California",91,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SJC:DAL","91:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,5.23,1450.00,3,1450.00,1450.00,2,2,
202213852379,20221385237901,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14831,1483106,32457,"SJC","US","06","CA","California",91,"DAL:SAN:SJC","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,186.70,1599.00,4,1599.00,1450.00,2,2,
202213852379,20221385237903,1,2022,1,14831,1483106,32457,"SJC","US","06","CA","California",91,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SJC:DAL","91:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,169.30,1450.00,3,1450.00,1450.00,2,2,
202213852380,20221385238001,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14831,1483106,32457,"SJC","US","06","CA","California",91,"DAL:SAN:SJC","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,225.51,1599.00,4,1599.00,1450.00,2,2,
202213852380,20221385238003,1,2022,1,14831,1483106,32457,"SJC","US","06","CA","California",91,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SJC:DAL","91:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,204.49,1450.00,3,1450.00,1450.00,2,2,
202213852381,20221385238101,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14831,1483106,32457,"SJC","US","06","CA","California",91,"DAL:SAN:SJC","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,310.47,1599.00,4,1599.00,1450.00,2,2,
202213852381,20221385238103,1,2022,1,14831,1483106,32457,"SJC","US","06","CA","California",91,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SJC:DAL","91:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,281.53,1450.00,3,1450.00,1450.00,2,2,
202213852382,20221385238201,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14831,1483106,32457,"SJC","US","06","CA","California",91,"DAL:SAN:SJC","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,310.99,1599.00,4,1599.00,1450.00,2,2,
202213852382,20221385238203,1,2022,1,14831,1483106,32457,"SJC","US","06","CA","California",91,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SJC:DAL","91:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,282.01,1450.00,3,1450.00,1450.00,2,2,
202213852383,20221385238301,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14831,1483106,32457,"SJC","US","06","CA","California",91,"DAL:SAN:SJC","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,448.92,1599.00,4,1599.00,1450.00,2,2,
202213852383,20221385238303,1,2022,1,14831,1483106,32457,"SJC","US","06","CA","California",91,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SJC:DAL","91:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,407.08,1450.00,3,1450.00,1450.00,2,2,
202213852384,20221385238401,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14831,1483106,32457,"SJC","US","06","CA","California",91,"DAL:SAN:SJC","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,520.24,1599.00,4,1599.00,1450.00,2,2,
202213852384,20221385238403,1,2022,1,14831,1483106,32457,"SJC","US","06","CA","California",91,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SJC:DAL","91:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,471.76,1450.00,3,1450.00,1450.00,2,2,
202213852385,20221385238501,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14831,1483106,32457,"SJC","US","06","CA","California",91,"DAL:SAN:SJC","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,129.32,1599.00,4,1599.00,1450.00,2,2,
202213852385,20221385238503,2,2022,1,14831,1483106,32457,"SJC","US","06","CA","California",91,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SJC:LAX:DAL","91:91:74",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,125.68,1554.00,4,1554.00,1450.00,2,2,
202213852386,20221385238601,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14831,1483106,32457,"SJC","US","06","CA","California",91,"DAL:SAN:SJC","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,222.59,1599.00,4,1599.00,1450.00,2,2,
202213852386,20221385238603,2,2022,1,14831,1483106,32457,"SJC","US","06","CA","California",91,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SJC:ONT:DAL","91:91:74",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,213.41,1533.00,4,1533.00,1450.00,2,2,
202213852392,20221385239201,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14679,1467903,33570,"SAN","US","06","CA","California",91,"DAL:SAN","74:91",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,4.63,1182.00,3,1182.00,1182.00,2,2,
202213852392,20221385239202,2,2022,1,14679,1467903,33570,"SAN","US","06","CA","California",91,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SAN:SLC:DAL","91:87:74",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,6.37,1625.00,4,1625.00,1182.00,2,2,
202213852393,20221385239301,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14679,1467903,33570,"SAN","US","06","CA","California",91,"DAL:SAN","74:91",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,212.23,1182.00,3,1182.00,1182.00,2,2,
202213852393,20221385239302,2,2022,1,14679,1467903,33570,"SAN","US","06","CA","California",91,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SAN:SLC:DAL","91:87:74",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,291.77,1625.00,4,1625.00,1182.00,2,2,
202213852394,20221385239401,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14679,1467903,33570,"SAN","US","06","CA","California",91,"DAL:SAN","74:91",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,213.72,1182.00,3,1182.00,1182.00,2,2,
202213852394,20221385239402,3,2022,1,14679,1467903,33570,"SAN","US","06","CA","California",91,12992,1299206,32600,"LIT","US","05","AR","Arkansas",71,"SAN:SLC:DEN:LIT","91:87:82:71",0.00,"WN:WN:WN",0.00,"WN:WN:WN","WN","WN","WN",0.00,1.00,323.28,1788.00,4,1788.00,1441.00,2,2,
202213852395,20221385239501,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14893,1489302,33192,"SMF","US","06","CA","California",91,"DAL:SAN:SMF","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,5.00,1662.00,4,1662.00,1442.00,2,2,
202213852396,20221385239601,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14893,1489302,33192,"SMF","US","06","CA","California",91,"DAL:SAN:SMF","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,145.00,1662.00,4,1662.00,1442.00,2,2,
202213852397,20221385239701,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14893,1489302,33192,"SMF","US","06","CA","California",91,"DAL:SAN:SMF","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,2.00,161.00,1662.00,4,1662.00,1442.00,2,2,
202213852398,20221385239801,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14893,1489302,33192,"SMF","US","06","CA","California",91,"DAL:SAN:SMF","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,198.00,1662.00,4,1662.00,1442.00,2,2,
202213852399,20221385239901,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14893,1489302,33192,"SMF","US","06","CA","California",91,"DAL:SAN:SMF","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,2.00,212.00,1662.00,4,1662.00,1442.00,2,2,
202213852400,20221385240001,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14893,1489302,33192,"SMF","US","06","CA","California",91,"DAL:SAN:SMF","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,277.00,1662.00,4,1662.00,1442.00,2,2,
202213852401,20221385240101,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14893,1489302,33192,"SMF","US","06","CA","California",91,"DAL:SAN:SMF","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,328.21,1662.00,4,1662.00,1442.00,2,2,
202213852401,20221385240103,2,2022,1,14893,1489302,33192,"SMF","US","06","CA","California",91,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SMF:AUS:DAL","91:74:74",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,329.79,1670.00,4,1670.00,1442.00,2,2,
202213852402,20221385240201,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14893,1489302,33192,"SMF","US","06","CA","California",91,"DAL:SAN:SMF","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,5.89,1662.00,4,1662.00,1442.00,2,2,
202213852402,20221385240203,1,2022,1,14893,1489302,33192,"SMF","US","06","CA","California",91,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SMF:DAL","91:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,5.11,1442.00,3,1442.00,1442.00,2,2,
202213852403,20221385240301,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14893,1489302,33192,"SMF","US","06","CA","California",91,"DAL:SAN:SMF","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,193.83,1662.00,4,1662.00,1442.00,2,2,
202213852403,20221385240303,1,2022,1,14893,1489302,33192,"SMF","US","06","CA","California",91,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SMF:DAL","91:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,168.17,1442.00,3,1442.00,1442.00,2,2,
202213852404,20221385240401,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14893,1489302,33192,"SMF","US","06","CA","California",91,"DAL:SAN:SMF","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,449.77,1662.00,4,1662.00,1442.00,2,2,
202213852404,20221385240403,1,2022,1,14893,1489302,33192,"SMF","US","06","CA","California",91,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SMF:DAL","91:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,390.23,1442.00,3,1442.00,1442.00,2,2,
202213852405,20221385240501,2,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14893,1489302,33192,"SMF","US","06","CA","California",91,"DAL:SAN:SMF","74:91:91",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,193.53,1662.00,4,1662.00,1442.00,2,2,
